profile,id,label
core_10-0-0-fd57a64,collectionobject.inscriptionContentInterpretation,Object Description Information > Textual Inscription > Textual inscription interpretation
core_10-0-0-fd57a64,collectionobject.inscriptionContentTranslation,Object Description Information > Textual Inscription > Textual inscription translation
core_10-0-0-fd57a64,collectionobject.inscriptionContentTransliteration,Object Description Information > Textual Inscription > Textual inscription transliteration
core_10-0-0-fd57a64,collectionobject.inscriptionDescription,Object Description Information > Non-Textual Inscription > Non-textual inscription description
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionInscriber,Object Description Information > Non-Textual Inscription > Non-textual inscription inscriber
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionDateGroup,Object Description Information > Non-Textual Inscription > Non-textual inscription date
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionPosition,Object Description Information > Non-Textual Inscription > Non-textual inscription position
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionType,Object Description Information > Non-Textual Inscription > Non-textual inscription type
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionMethod,Object Description Information > Non-Textual Inscription > Non-textual inscription method
core_10-0-0-fd57a64,collectionobject.inscriptionDescriptionInterpretation,Object Description Information > Non-Textual Inscription > Non-textual inscription interpretation
core_10-0-0-fd57a64,collectionobject.objectProductionDateGroup,Object Production Information > Production date
core_10-0-0-fd57a64,collectionobject.objectProductionEra,Object Production Information > Production era
core_10-0-0-fd57a64,collectionobject.technique,Object Production Information > Production technique
core_10-0-0-fd57a64,collectionobject.techniqueType,Object Production Information > Production technique type
core_10-0-0-fd57a64,collectionobject.objectProductionPlace,Object Production Information > Production place
core_10-0-0-fd57a64,collectionobject.objectProductionPlaceRole,Object Production Information > Production place role
core_10-0-0-fd57a64,collectionobject.objectProductionReason,Object Production Information > Production reason
core_10-0-0-fd57a64,collectionobject.objectProductionPeople,Object Production Information > Production people
core_10-0-0-fd57a64,collectionobject.objectProductionPeopleRole,Object Production Information > Production people role
core_10-0-0-fd57a64,collectionobject.objectProductionPerson,Object Production Information > Production person
