status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
old,publicart collectionobject ns2:collectionobjects_common computedCurrentLocation,publicart,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,""
new,publicart collectionobject ext.dimension measuredPart,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
old,publicart collectionobject ext.dimension measuredPart,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
new,publicart collectionobject ext.dimension dimensionSummary,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
old,publicart collectionobject ext.dimension dimensionSummary,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
new,publicart collectionobject ext.dimension dimension,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
old,publicart collectionobject ext.dimension dimension,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
new,publicart collectionobject ext.dimension value,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,publicart collectionobject ext.dimension value,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,publicart collectionobject ext.dimension measurementUnit,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
old,publicart collectionobject ext.dimension measurementUnit,publicart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
new,publicart location ns2:locations_common conditionNote,publicart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,Condition note,Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
old,publicart location ns2:locations_common conditionNote,publicart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
new,publicart location ns2:locations_common conditionNoteDate,publicart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,Condition note,Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
old,publicart location ns2:locations_common conditionNoteDate,publicart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
new,publicart location ext.address addressPlace1,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPlace1,Storage Location Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,publicart location ext.address addressPlace1,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPlace1,Storage Location Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,publicart location ext.address addressPlace2,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPlace2,Storage Location Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,publicart location ext.address addressPlace2,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPlace2,Storage Location Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
new,publicart location ext.address addressMunicipality,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressMunicipality,Storage Location Information,Address,Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local,""
old,publicart location ext.address addressMunicipality,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressMunicipality,Storage Location Information,"",Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local,""
new,publicart location ext.address addressCounty,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressCounty,Storage Location Information,Address,Address county,addrGroupList > addrGroup,addressCounty,string,n,n,y,authority: place/local,""
old,publicart location ext.address addressCounty,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressCounty,Storage Location Information,"",Address county,addrGroupList > addrGroup,addressCounty,string,n,n,y,authority: place/local,""
new,publicart location ext.address addressStateOrProvince,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressStateOrProvince,Storage Location Information,Address,Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local,""
old,publicart location ext.address addressStateOrProvince,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressStateOrProvince,Storage Location Information,"",Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local,""
new,publicart location ext.address addressPostCode,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPostCode,Storage Location Information,Address,Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
old,publicart location ext.address addressPostCode,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressPostCode,Storage Location Information,"",Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
new,publicart location ext.address addressCountry,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressCountry,Storage Location Information,Address,Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local,""
old,publicart location ext.address addressCountry,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressCountry,Storage Location Information,"",Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local,""
new,publicart location ext.address addressType,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressType,Storage Location Information,Address,Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
old,publicart location ext.address addressType,publicart,location,ns2:locations_publicart,ext.address,ext.address.addressType,Storage Location Information,"",Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
new,publicart media not-mapped mediaFileURI,publicart,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"",""
old,publicart media not-mapped mediaFileURI,publicart,media,not-mapped,not-mapped,not-mapped.mediaFileURI,,"",field.not-mapped.mediaFileURI,"",mediaFileURI,string,n,n,n/a,"",""
new,publicart organization ext.socialMedia socialMediaHandle,publicart,organization,ns2:organizations_publicart,ext.socialMedia,ext.socialMedia.socialMediaHandle,Organization Information,Social media,Social media handle,socialMediaGroupList > socialMediaGroup,socialMediaHandle,string,n,n,y,"",""
old,publicart organization ext.socialMedia socialMediaHandle,publicart,organization,ns2:organizations_publicart,ext.socialMedia,ext.socialMedia.socialMediaHandle,Organization Information,"",Social media handle,socialMediaGroupList > socialMediaGroup,socialMediaHandle,string,n,n,y,"",""
new,publicart organization ext.socialMedia socialMediaHandleType,publicart,organization,ns2:organizations_publicart,ext.socialMedia,ext.socialMedia.socialMediaHandleType,Organization Information,Social media,Social media type,socialMediaGroupList > socialMediaGroup,socialMediaHandleType,string,n,n,y,vocabulary: socialmediatype,""
old,publicart organization ext.socialMedia socialMediaHandleType,publicart,organization,ns2:organizations_publicart,ext.socialMedia,ext.socialMedia.socialMediaHandleType,Organization Information,"",Social media type,socialMediaGroupList > socialMediaGroup,socialMediaHandleType,string,n,n,y,vocabulary: socialmediatype,""
new,publicart person ext.socialMedia socialMediaHandle,publicart,person,ns2:persons_publicart,ext.socialMedia,ext.socialMedia.socialMediaHandle,Person Information,Social media,Social media handle,socialMediaGroupList > socialMediaGroup,socialMediaHandle,string,n,n,y,"",""
