fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,dumbfieldname,new?
materials collectionobject ns2:collectionobjects_common namedCollection,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.namedCollection,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority,work/local,"",collectionobject namedCollection,""
materials collectionobject ns2:collectionobjects_common recordStatus,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.recordStatus,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list,recordStatuses,"approved, in-process, new, temporary",collectionobject recordStatus,""
materials collectionobject ns2:collectionobjects_common publishTo,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary,publishto,"",collectionobject publishTo,""
materials collectionobject ns2:collectionobjects_common inventoryStatus,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary,inventorystatus,"",collectionobject inventoryStatus,""
materials collectionobject ns2:collectionobjects_common briefDescription,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.briefDescription,Object Identification Information,"",Production description,briefDescriptions,briefDescription,string,n,y,n,"","","",collectionobject briefDescription,""
materials collectionobject ns2:collectionobjects_common material,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.material,Object Identification Information,"",Material,materialGroupList > materialGroup,material,string,n,y,n,authority,material/local; material/shared,"",collectionobject material,""
materials collectionobject ns2:collectionobjects_materials handling,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.handling,Object Identification Information,"",Handling,materialHandlingGroupList > materialHandlingGroup,handling,string,n,n,y,vocabulary,materialhandling,"",collectionobject handling,""
materials collectionobject ns2:collectionobjects_materials handlingNote,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.handlingNote,Object Identification Information,"",Handling note,materialHandlingGroupList > materialHandlingGroup,handlingNote,string,n,n,y,"","","",collectionobject handlingNote,""
materials collectionobject ns2:collectionobjects_materials container,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.container,Object Identification Information,"",Container,materialContainerGroupList > materialContainerGroup,container,string,n,n,y,vocabulary,materialcontainer,"",collectionobject container,""
materials collectionobject ns2:collectionobjects_materials containerNote,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.containerNote,Object Identification Information,"",Container note,materialContainerGroupList > materialContainerGroup,containerNote,string,n,n,y,"","","",collectionobject containerNote,""
materials collectionobject ns2:collectionobjects_materials condition,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.condition,Object Identification Information,"",Condition,materialConditionGroupList > materialConditionGroup,condition,string,n,n,y,vocabulary,materialcondition,"",collectionobject condition,""
materials collectionobject ns2:collectionobjects_materials conditionNote,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.conditionNote,Object Identification Information,"",Condition note,materialConditionGroupList > materialConditionGroup,conditionNote,string,n,n,y,"","","",collectionobject conditionNote,""
materials collectionobject ns2:collectionobjects_common computedCurrentLocation,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority,location/local; location/offsite; organization/local; organization/shared,"",collectionobject computedCurrentLocation,""
materials collectionobject ns2:collectionobjects_annotation annotationType,materials,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationType,Object Identification Information,"",Annotation type,annotationGroupList > annotationGroup,annotationType,string,n,n,y,vocabulary,annotationtype,"",collectionobject annotationType,""
materials collectionobject ns2:collectionobjects_annotation annotationDate,materials,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationDate,Object Identification Information,"",Annotation date,annotationGroupList > annotationGroup,annotationDate,date,n,n,y,"","","",collectionobject annotationDate,""
materials collectionobject ns2:collectionobjects_annotation annotationAuthor,materials,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationAuthor,Object Identification Information,"",Annotation author,annotationGroupList > annotationGroup,annotationAuthor,string,n,n,y,authority,person/local; person/shared,"",collectionobject annotationAuthor,""
materials collectionobject ns2:collectionobjects_annotation annotationNote,materials,collectionobject,ns2:collectionobjects_annotation,ns2:collectionobjects_annotation,collectionobjects_annotation.annotationNote,Object Identification Information,"",Annotation note,annotationGroupList > annotationGroup,annotationNote,string,n,n,y,"","","",collectionobject annotationNote,""
materials collectionobject ns2:collectionobjects_common objectStatus,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectStatus,Object Description Information,"",Object type,objectStatusList,objectStatus,string,n,y,n,option list,objectTypes,"fragment, mock_up, product, prototype, sample",collectionobject objectStatus,""
materials collectionobject ns2:collectionobjects_materials finish,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.finish,Object Description Information,"",Finish,materialFinishGroupList > materialFinishGroup,finish,string,n,n,y,vocabulary,materialfinish,"",collectionobject finish,""
materials collectionobject ns2:collectionobjects_materials finishNote,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.finishNote,Object Description Information,"",Finish note,materialFinishGroupList > materialFinishGroup,finishNote,string,n,n,y,"","","",collectionobject finishNote,""
materials collectionobject ns2:collectionobjects_common color,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.color,Object Description Information,"",Color,colors,color,string,n,y,n,"","","",collectionobject color,""
materials collectionobject ns2:collectionobjects_materials materialGenericColor,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.materialGenericColor,Object Description Information,"",Generic color,materialGenericColors,materialGenericColor,string,n,y,n,vocabulary,materialgenericcolor,"",collectionobject materialGenericColor,""
materials collectionobject ns2:collectionobjects_materials materialPhysicalDescription,materials,collectionobject,ns2:collectionobjects_materials,ns2:collectionobjects_materials,collectionobjects_materials.materialPhysicalDescription,Object Description Information,"",Physical description,materialPhysicalDescriptions,materialPhysicalDescription,string,n,y,n,"","","",collectionobject materialPhysicalDescription,""
materials collectionobject ext.dimension dimensionSummary,materials,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,"",Sample size,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"","","",collectionobject dimensionSummary,""
materials collectionobject ext.dimension dimension,materials,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list,dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width",collectionobject dimension,""
materials collectionobject ext.dimension value,materials,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"","","",collectionobject value,""
materials collectionobject ext.dimension measurementUnit,materials,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list,measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons",collectionobject measurementUnit,""
materials collectionobject ns2:collectionobjects_common responsibleDepartment,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.responsibleDepartment,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list,departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings",collectionobject responsibleDepartment,""
materials collectionobject ns2:collectionobjects_common title,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.title,Object Identification Information,"",Title,titleGroupList > titleGroup,title,string,n,n,y,"","","",collectionobject title,""
materials collectionobject ns2:collectionobjects_common titleLanguage,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleLanguage,Object Identification Information,"",Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary,languages,"",collectionobject titleLanguage,""
materials collectionobject ns2:collectionobjects_common titleType,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleType,Object Identification Information,"",Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list,titleTypes,"assigned-by-artist, collection, generic, popular, series, trade",collectionobject titleType,""
materials collectionobject ns2:collectionobjects_common titleTranslation,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslation,Object Identification Information,"",Title translation,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslation,string,n,n,y,"","","",collectionobject titleTranslation,""
materials collectionobject ns2:collectionobjects_common titleTranslationLanguage,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslationLanguage,Object Identification Information,"",Title translation language,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslationLanguage,string,n,n,y,vocabulary,languages,"",collectionobject titleTranslationLanguage,""
materials collectionobject ns2:collectionobjects_common objectName,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectName,Object Identification Information,"",Object name,objectNameList > objectNameGroup,objectName,string,n,n,y,"","","",collectionobject objectName,""
materials collectionobject ns2:collectionobjects_common objectNameCurrency,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameCurrency,Object Identification Information,"",Object name currency,objectNameList > objectNameGroup,objectNameCurrency,string,n,n,y,option list,nameCurrencies,"archaic, current",collectionobject objectNameCurrency,""
materials collectionobject ns2:collectionobjects_common objectNameLevel,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameLevel,Object Identification Information,"",Object name level,objectNameList > objectNameGroup,objectNameLevel,string,n,n,y,option list,nameLevels,"group, subgroup",collectionobject objectNameLevel,""
materials collectionobject ns2:collectionobjects_common objectNameSystem,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameSystem,Object Identification Information,"",Object name system,objectNameList > objectNameGroup,objectNameSystem,string,n,n,y,option list,nameSystems,"art-and-architecture-thesaurus, nomenclature",collectionobject objectNameSystem,""
materials collectionobject ns2:collectionobjects_common objectNameType,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameType,Object Identification Information,"",Object name type,objectNameList > objectNameGroup,objectNameType,string,n,n,y,option list,nameTypes,"classified, denomination, simple, taxonomic, typological",collectionobject objectNameType,""
materials collectionobject ns2:collectionobjects_common objectNameLanguage,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameLanguage,Object Identification Information,"",Object name language,objectNameList > objectNameGroup,objectNameLanguage,string,n,n,y,vocabulary,languages,"",collectionobject objectNameLanguage,""
materials collectionobject ns2:collectionobjects_common objectNameNote,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameNote,Object Identification Information,"",Object name note,objectNameList > objectNameGroup,objectNameNote,string,n,n,y,"","","",collectionobject objectNameNote,""
materials collectionobject ns2:collectionobjects_common objectProductionDateGroup,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionDateGroup,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"","","",collectionobject objectProductionDateGroup,""
materials collectionobject ns2:collectionobjects_common objectProductionPlace,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,"",Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,"","","",collectionobject objectProductionPlace,""
materials collectionobject ns2:collectionobjects_common objectProductionPlaceRole,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,"",Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,"","","",collectionobject objectProductionPlaceRole,""
materials collectionobject ns2:collectionobjects_common objectProductionPeople,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,"",Production people,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,"","","",collectionobject objectProductionPeople,""
materials collectionobject ns2:collectionobjects_common objectProductionPeopleRole,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeopleRole,Object Production Information,"",Production people role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,"","","",collectionobject objectProductionPeopleRole,""
materials collectionobject ns2:collectionobjects_common objectProductionPerson,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPerson,Object Production Information,"",Production person,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPerson,string,n,n,y,authority,person/local; person/shared,"",collectionobject objectProductionPerson,""
materials collectionobject ns2:collectionobjects_common objectProductionPersonRole,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPersonRole,Object Production Information,"",Production person role,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPersonRole,string,n,n,y,"","","",collectionobject objectProductionPersonRole,""
materials collectionobject ns2:collectionobjects_common objectProductionOrganization,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganization,Object Production Information,"",Production organization,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganization,string,n,n,y,authority,organization/local; organization/shared,"",collectionobject objectProductionOrganization,""
materials collectionobject ns2:collectionobjects_common objectProductionOrganizationRole,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganizationRole,Object Production Information,"",Production organization role,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganizationRole,string,n,n,y,"","","",collectionobject objectProductionOrganizationRole,""
materials collectionobject ns2:collectionobjects_common objectHistoryNote,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"","","",collectionobject objectHistoryNote,""
materials collectionobject ns2:collectionobjects_common ownersContributionNote,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersContributionNote,Object Owner's Contribution Information,"",Owner's contribution note,"",ownersContributionNote,string,n,n,n/a,"","","",collectionobject ownersContributionNote,""
materials collectionobject ns2:collectionobjects_common viewersContributionNote,materials,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersContributionNote,Object Viewer's Contribution Information,"",Viewer's contribution note,"",viewersContributionNote,string,n,n,n/a,"","","",collectionobject viewersContributionNote,""
materials concept ns2:concepts_common termDisplayName,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termDisplayName,Concept Information,"",Term display name,conceptTermGroupList > conceptTermGroup,termDisplayName,string,y,n,y,"","","",concept termDisplayName,""
materials concept ns2:concepts_common termName,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termName,Concept Information,"",Term name,conceptTermGroupList > conceptTermGroup,termName,string,n,n,y,"","","",concept termName,""
materials concept ns2:concepts_common termQualifier,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termQualifier,Concept Information,"",Term qualifier,conceptTermGroupList > conceptTermGroup,termQualifier,string,n,n,y,"","","",concept termQualifier,""
materials concept ns2:concepts_common termStatus,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termStatus,Concept Information,"",Term status,conceptTermGroupList > conceptTermGroup,termStatus,string,n,n,y,option list,conceptTermStatuses,"accepted, provisional, rejected, under review",concept termStatus,""
materials concept ns2:concepts_common termType,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termType,Concept Information,"",Term type,conceptTermGroupList > conceptTermGroup,termType,string,n,n,y,option list,conceptTermTypes,"alternate descriptor, descriptor, used for term",concept termType,""
materials concept ns2:concepts_common termFlag,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termFlag,Concept Information,"",Term flag,conceptTermGroupList > conceptTermGroup,termFlag,string,n,n,y,vocabulary,concepttermflag,"",concept termFlag,""
materials concept ns2:concepts_common historicalStatus,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.historicalStatus,Concept Information,"",Term historical status,conceptTermGroupList > conceptTermGroup,historicalStatus,string,n,n,y,option list,conceptHistoricalStatuses,"both, current, historical, unknown",concept historicalStatus,""
materials concept ns2:concepts_common termLanguage,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termLanguage,Concept Information,"",Term language,conceptTermGroupList > conceptTermGroup,termLanguage,string,n,n,y,vocabulary,languages,"",concept termLanguage,""
materials concept ns2:concepts_common termPrefForLang,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termPrefForLang,Concept Information,"",Term preferred for lang,conceptTermGroupList > conceptTermGroup,termPrefForLang,boolean,n,n,y,"","","",concept termPrefForLang,""
materials concept ns2:concepts_common termSource,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSource,Concept Information,"",Term source name,conceptTermGroupList > conceptTermGroup,termSource,string,n,n,y,authority,citation/local; citation/shared,"",concept termSource,""
materials concept ns2:concepts_common termSourceDetail,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceDetail,Concept Information,"",Term source detail,conceptTermGroupList > conceptTermGroup,termSourceDetail,string,n,n,y,"","","",concept termSourceDetail,""
materials concept ns2:concepts_common termSourceID,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceID,Concept Information,"",Term source ID,conceptTermGroupList > conceptTermGroup,termSourceID,string,n,n,y,"","","",concept termSourceID,""
materials concept ns2:concepts_common termSourceNote,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceNote,Concept Information,"",Term source note,conceptTermGroupList > conceptTermGroup,termSourceNote,string,n,n,y,"","","",concept termSourceNote,""
materials concept ns2:concepts_common conceptRecordType,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.conceptRecordType,Concept Information,"",Concept type,conceptRecordTypes,conceptRecordType,string,n,y,n,vocabulary,concepttype,"",concept conceptRecordType,""
materials concept ns2:concepts_common scopeNote,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNote,Concept Information,"",Scope note,"",scopeNote,string,n,n,n/a,"","","",concept scopeNote,""
materials concept ns2:concepts_common scopeNoteSource,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSource,Concept Information,"",Scope note source,"",scopeNoteSource,string,n,n,n/a,"","","",concept scopeNoteSource,""
materials concept ns2:concepts_common scopeNoteSourceDetail,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSourceDetail,Concept Information,"",Scope note source detail,"",scopeNoteSourceDetail,string,n,n,n/a,"","","",concept scopeNoteSourceDetail,""
materials concept ns2:concepts_common citationSource,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSource,Concept Information,"",Citation source,citationGroupList > citationGroup,citationSource,string,n,n,y,"","","",concept citationSource,""
materials concept ns2:concepts_common citationSourceDetail,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSourceDetail,Concept Information,"",Citation source detail,citationGroupList > citationGroup,citationSourceDetail,string,n,n,y,"","","",concept citationSourceDetail,""
materials concept ns2:concepts_common additionalSource,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSource,Concept Information,"",Additional source,additionalSourceGroupList > additionalSourceGroup,additionalSource,string,n,n,y,"","","",concept additionalSource,""
materials concept ns2:concepts_common additionalSourceDetail,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceDetail,Concept Information,"",Additional source detail,additionalSourceGroupList > additionalSourceGroup,additionalSourceDetail,string,n,n,y,"","","",concept additionalSourceDetail,""
materials concept ns2:concepts_common additionalSourceID,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceID,Concept Information,"",Additional source ID,additionalSourceGroupList > additionalSourceGroup,additionalSourceID,string,n,n,y,"","","",concept additionalSourceID,""
materials concept ns2:concepts_common additionalSourceNote,materials,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceNote,Concept Information,"",Additional source note,additionalSourceGroupList > additionalSourceGroup,additionalSourceNote,string,n,n,y,"","","",concept additionalSourceNote,""
materials deaccession ns2:deaccessions_common deaccessionNumber,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionNumber,Deaccession Information,"",Deaccession number,"",deaccessionNumber,string,y,n,n/a,"","","",deaccession deaccessionNumber,""
materials deaccession ns2:deaccessions_common deaccessionReason,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionReason,Deaccession Information,"",Deaccession reason,deaccessionReasons,deaccessionReason,string,n,y,n,vocabulary,deaccessionreason,"",deaccession deaccessionReason,""
materials deaccession ns2:deaccessions_common deaccessionDate,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionDate,Deaccession Information,"",Deaccession date,"",deaccessionDate,date,n,n,n/a,"","","",deaccession deaccessionDate,""
materials deaccession ns2:deaccessions_common deaccessionRationale,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionRationale,Deaccession Information,"",Deaccession rationale,"",deaccessionRationale,string,n,n,n/a,"","","",deaccession deaccessionRationale,""
materials deaccession ns2:deaccessions_common deaccessionNote,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionNote,Deaccession Information,"",Deaccession note,"",deaccessionNote,string,n,n,n/a,"","","",deaccession deaccessionNote,""
materials deaccession ns2:deaccessions_common deaccessionApprovalGroup,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionApprovalGroup,Deaccession Information,"",Deaccession approval group,deaccessionApprovalGroupList > deaccessionApprovalGroup,deaccessionApprovalGroup,string,n,n,y,vocabulary,deaccessionapprovalgroup,"",deaccession deaccessionApprovalGroup,""
materials deaccession ns2:deaccessions_common deaccessionApprovalIndividual,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionApprovalIndividual,Deaccession Information,"",Deaccession approval individual,deaccessionApprovalGroupList > deaccessionApprovalGroup,deaccessionApprovalIndividual,string,n,n,y,authority,person/local,"",deaccession deaccessionApprovalIndividual,""
materials deaccession ns2:deaccessions_common deaccessionApprovalStatus,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionApprovalStatus,Deaccession Information,"",Deaccession approval status,deaccessionApprovalGroupList > deaccessionApprovalGroup,deaccessionApprovalStatus,string,n,n,y,vocabulary,deaccessionapprovalstatus,"",deaccession deaccessionApprovalStatus,""
materials deaccession ns2:deaccessions_common deaccessionApprovalDate,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionApprovalDate,Deaccession Information,"",Deaccession approval date,deaccessionApprovalGroupList > deaccessionApprovalGroup,deaccessionApprovalDate,date,n,n,y,"","","",deaccession deaccessionApprovalDate,""
materials deaccession ns2:deaccessions_common deaccessionApprovalNote,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.deaccessionApprovalNote,Deaccession Information,"",Deaccession approval note,deaccessionApprovalGroupList > deaccessionApprovalGroup,deaccessionApprovalNote,string,n,n,y,"","","",deaccession deaccessionApprovalNote,""
materials deaccession ns2:deaccessions_common exitDate,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.exitDate,Proposed Exit Details,"",Exit date,"",exitDate,date,n,n,n/a,"","","",deaccession exitDate,""
materials deaccession ns2:deaccessions_common exitRecipient,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.exitRecipient,Proposed Exit Details,"",Exit recipient,exitRecipients,exitRecipient,string,n,y,n,authority,person/local; organization/local,"",deaccession exitRecipient,""
materials deaccession ns2:deaccessions_common exitMethod,materials,deaccession,ns2:deaccessions_common,ns2:deaccessions_common,deaccessions_common.exitMethod,Proposed Exit Details,"",Exit method,exitMethods,exitMethod,string,n,y,n,vocabulary,disposalmethod,"",deaccession exitMethod,""
materials exit ns2:exits_common exitNumber,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.exitNumber,Object Exit Information,"",Exit number,"",exitNumber,string,y,n,n/a,"","","",exit exitNumber,""
materials exit ns2:exits_common exitDate,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.exitDate,Object Exit Information,"",Exit date,"",exitDate,date,n,n,n/a,"","","",exit exitDate,""
materials exit ns2:exits_common reason,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.reason,Object Exit Information,"",Exit reason,"",reason,string,n,n,n/a,vocabulary,objexitreason,"",exit reason,""
materials exit ns2:exits_common method,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.method,Object Exit Information,"",Exit method,methods,method,string,n,y,n,vocabulary,objexitmethod,"",exit method,""
materials exit ns2:exits_common owner,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.owner,Object Exit Information,"",Owner after exit,owners,owner,string,n,y,n,authority,person/local; organization/local,"",exit owner,""
materials exit ns2:exits_common agent,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.agent,Object Exit Information,"",Exit agent name,exitAgentGroupList > exitAgentGroup,agent,string,n,n,y,authority,person/local; organization/local,"",exit agent,""
materials exit ns2:exits_common role,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.role,Object Exit Information,"",Exit agent role,exitAgentGroupList > exitAgentGroup,role,string,n,n,y,vocabulary,objexitagentrole,"",exit role,""
materials exit ns2:exits_common exitCountNote,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.exitCountNote,Object Exit Information,"",Exit count note,"",exitCountNote,string,n,n,n/a,"","","",exit exitCountNote,""
materials exit ns2:exits_common note,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.note,Object Exit Information,"",Note,"",note,string,n,n,n/a,"","","",exit note,""
materials exit ns2:exits_common group,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.group,Object Exit Information,"",Approval status group,approvalStatusGroupList > approvalStatusGroup,group,string,n,n,y,vocabulary,deaccessionapprovalgroup,"",exit group,""
materials exit ns2:exits_common individual,materials,exit,ns2:exits_common,ns2:exits_common,exits_common.individual,Object Exit Information,"",Approval status individual,approvalStatusGroupList > approvalStatusGroup,individual,string,n,n,y,authority,person/local,"",exit individual,""
